Consulta,Genero de la pelicula,Puntuacion minima,Numero de resultados,Resultados,flag,username,timestamp
a story of a kid,[],7.51,3,"{""headers"":[""Title"",""Overview"",""Director"",""Genre"",""Year"",""Rating"",""Score""],""data"":[[""Boy A"",""The story of a young Jack, newly released from serving a prison sentence for a violent crime he committed as a child."",""John Crowley"",[""Drama""],""-2007"",7.6,0.52597034],[""Ekskursante"",""The story of a ten year old girl who escapes from a deportee train and goes on a 6000 km long journey back to her homeland."",""Audrius Juzenas"",[""Action"",""Drama""],""-2013"",8.1,0.520798802],[""Habji Gabji"",""A kid, whose ambitious parent's negligence pushes him to the world of online gaming and becomes a gaming addict. Eventually the situation worsens for his parents."",""Raj Chakraborty"",[""Drama"",""Thriller""],""-2022"",8.7,0.519826531]],""metadata"":null}",,,2023-12-28 17:09:56.109930
